Year,Variable,Unit,Commodity,Fresh,Processed,Total
1988,Vegetables,Pounds,Cabbage,9.007227952,1.433850818,10.44107877
1989,Vegetables,Pounds,Cabbage,8.602845635,1.282851646,9.885697281
1990,Vegetables,Pounds,Cabbage,8.336802796,1.193990621,9.530793417
1991,Vegetables,Pounds,Cabbage,8.20389047,1.435386857,9.639277327
1992,Vegetables,Pounds,Cabbage,8.663359779,1.147265929,9.810625707
1993,Vegetables,Pounds,Cabbage,9.322563747,1.35288688,10.67545063
1994,Vegetables,Pounds,Cabbage,9.082278865,1.225489833,10.3077687
1995,Vegetables,Pounds,Cabbage,8.123049573,1.372514345,9.495563918
1996,Vegetables,Pounds,Cabbage,8.258002941,0.988782506,9.246785447
1997,Vegetables,Pounds,Cabbage,9.013414822,1.436399625,10.44981445
1998,Vegetables,Pounds,Cabbage,8.428245108,1.381692078,9.809937186
1999,Vegetables,Pounds,Cabbage,7.553582144,1.235267021,8.788849165
2000,Vegetables,Pounds,Cabbage,8.89983616,1.373246647,10.27308281
2001,Vegetables,Pounds,Cabbage,8.828018346,1.26353721,10.09155556
2002,Vegetables,Pounds,Cabbage,8.295077606,1.178087213,9.47316482
2003,Vegetables,Pounds,Cabbage,7.396751999,1.091718023,8.488470021
2004,Vegetables,Pounds,Cabbage,8.042974294,1.084216885,9.127191179
2005,Vegetables,Pounds,Cabbage,7.757397414,1.212946086,8.9703435
2006,Vegetables,Pounds,Cabbage,7.75130713,1.208226233,8.959533363
2007,Vegetables,Pounds,Cabbage,7.950856227,1.006077335,8.956933562
2008,Vegetables,Pounds,Cabbage,8.051385515,0.936747217,8.988132732
2009,Vegetables,Pounds,Cabbage,7.2512526,0.94930173,8.20055433
2010,Vegetables,Pounds,Cabbage,7.459811405,0.997740866,8.457552271
2011,Vegetables,Pounds,Cabbage,6.559308027,1.020706904,7.580014931
2012,Vegetables,Pounds,Cabbage,6.257127912,1.152550828,7.40967874
2013,Vegetables,Pounds,Cabbage,6.927772888,1.072057942,7.99983083
2014,Vegetables,Pounds,Cabbage,6.689372189,1.133610967,7.822983157
2015,Vegetables,Pounds,Cabbage,6.284427345,1.203102439,7.487529783
2016,Vegetables,Pounds,Cabbage,5.884382801,1.420963898,7.305346698
1970,Vegetables,Pounds,Carrots,5.968242202,3.539991523,9.508233725
1971,Vegetables,Pounds,Carrots,6.11621826,3.367384626,9.483602885
1972,Vegetables,Pounds,Carrots,6.54085833,3.881704112,10.42256244
1973,Vegetables,Pounds,Carrots,6.702877178,4.037160075,10.74003725
1974,Vegetables,Pounds,Carrots,6.911724822,3.788737961,10.70046278
1975,Vegetables,Pounds,Carrots,6.443861038,3.5045102,9.948371239
1976,Vegetables,Pounds,Carrots,6.410438691,3.538506366,9.948945057
1977,Vegetables,Pounds,Carrots,5.310140348,3.656154482,8.96629483
1978,Vegetables,Pounds,Carrots,5.310330885,3.364832776,8.67516366
1979,Vegetables,Pounds,Carrots,5.88789407,3.69356313,9.5814572
1980,Vegetables,Pounds,Carrots,6.150812819,3.473644803,9.624457622
1981,Vegetables,Pounds,Carrots,6.118730595,3.445296601,9.564027196
1982,Vegetables,Pounds,Carrots,6.603269764,2.941342149,9.544611914
1983,Vegetables,Pounds,Carrots,6.489776234,3.048567138,9.538343372
1984,Vegetables,Pounds,Carrots,6.684211417,3.98034516,10.66455658
1985,Vegetables,Pounds,Carrots,6.491072103,3.169930218,9.66100232
1986,Vegetables,Pounds,Carrots,6.484078603,2.981833443,9.465912047
1987,Vegetables,Pounds,Carrots,8.295991829,3.141102124,11.43709395
1988,Vegetables,Pounds,Carrots,7.094493941,3.358777737,10.45327168
1989,Vegetables,Pounds,Carrots,8.085565735,3.384395816,11.46996155
1990,Vegetables,Pounds,Carrots,8.291476516,3.470850254,11.76232677
1991,Vegetables,Pounds,Carrots,7.713142304,3.567424155,11.28056646
1992,Vegetables,Pounds,Carrots,8.289939823,4.032798204,12.32273803
1993,Vegetables,Pounds,Carrots,10.84669574,3.83326487,14.67996061
1994,Vegetables,Pounds,Carrots,12.67698771,4.228191911,16.90517962
1995,Vegetables,Pounds,Carrots,11.19108608,4.212215625,15.40330171
1996,Vegetables,Pounds,Carrots,12.37007628,4.554225104,16.92430138
1997,Vegetables,Pounds,Carrots,14.11375053,4.048338128,18.16208866
1998,Vegetables,Pounds,Carrots,9.526669616,4.208763687,13.7354333
1999,Vegetables,Pounds,Carrots,9.252603688,3.818029055,13.07063274
2000,Vegetables,Pounds,Carrots,9.203845378,3.788619741,12.99246512
2001,Vegetables,Pounds,Carrots,9.380094518,3.355845899,12.73594042
2002,Vegetables,Pounds,Carrots,8.417365946,3.100343273,11.51770922
2003,Vegetables,Pounds,Carrots,8.778799251,3.126088518,11.90488777
2004,Vegetables,Pounds,Carrots,8.721080087,3.046488391,11.76756848
2005,Vegetables,Pounds,Carrots,8.664713276,3.10169695,11.76641023
2006,Vegetables,Pounds,Carrots,8.108243859,3.034151359,11.14239522
2007,Vegetables,Pounds,Carrots,8.04969622,2.42774023,10.47743645
2008,Vegetables,Pounds,Carrots,8.067039931,2.496784856,10.56382479
2009,Vegetables,Pounds,Carrots,7.386188165,2.390642774,9.776830938
2010,Vegetables,Pounds,Carrots,7.757007198,2.218452572,9.975459771
2011,Vegetables,Pounds,Carrots,7.500806255,2.382014955,9.882821211
2012,Vegetables,Pounds,Carrots,7.944925255,1.984520437,9.929445692
2013,Vegetables,Pounds,Carrots,8.012844442,2.446419951,10.45926439
2014,Vegetables,Pounds,Carrots,8.47960339,1.918536316,10.39813971
2015,Vegetables,Pounds,Carrots,8.790090365,2.047268592,10.83735896
2016,Vegetables,Pounds,Carrots,7.80302322,2.900291696,10.70331492
1970,Vegetables,Pounds,Cauliflower,0.741275384,0.497151064,1.238426448
1971,Vegetables,Pounds,Cauliflower,0.694400971,0.618901671,1.313302642
1972,Vegetables,Pounds,Cauliflower,0.834699089,0.537358025,1.372057114
1973,Vegetables,Pounds,Cauliflower,0.757400582,0.594853687,1.35225427
1974,Vegetables,Pounds,Cauliflower,0.787920731,0.657102322,1.445023053
1975,Vegetables,Pounds,Cauliflower,0.917707306,0.587797364,1.50550467
1976,Vegetables,Pounds,Cauliflower,1.031944413,0.611852134,1.643796546
1977,Vegetables,Pounds,Cauliflower,1.087909044,0.665662303,1.753571347
1978,Vegetables,Pounds,Cauliflower,0.787564301,0.763847294,1.551411596
1979,Vegetables,Pounds,Cauliflower,1.085956766,0.674898625,1.760855391
1980,Vegetables,Pounds,Cauliflower,1.134257836,0.781997576,1.916255412
1981,Vegetables,Pounds,Cauliflower,1.368028317,0.90973196,2.277760278
1982,Vegetables,Pounds,Cauliflower,1.326511275,0.894649767,2.221161042
1983,Vegetables,Pounds,Cauliflower,1.414810484,0.847888411,2.262698895
1984,Vegetables,Pounds,Cauliflower,1.824428385,0.949792721,2.774221106
1985,Vegetables,Pounds,Cauliflower,1.839255911,0.928121325,2.767377236
1986,Vegetables,Pounds,Cauliflower,2.185322313,0.925834216,3.11115653
1987,Vegetables,Pounds,Cauliflower,2.131760597,0.94533039,3.077090987
1988,Vegetables,Pounds,Cauliflower,2.194097649,0.943919093,3.138016741
1989,Vegetables,Pounds,Cauliflower,2.311374534,0.751024897,3.062399431
1990,Vegetables,Pounds,Cauliflower,2.190843235,0.757775654,2.948618889
1991,Vegetables,Pounds,Cauliflower,1.951533178,0.581827119,2.533360298
1992,Vegetables,Pounds,Cauliflower,1.807360234,0.656111476,2.46347171
1993,Vegetables,Pounds,Cauliflower,2.09064187,0.687757433,2.778399303
1994,Vegetables,Pounds,Cauliflower,2.021363823,0.587236369,2.608600191
1995,Vegetables,Pounds,Cauliflower,1.637173288,0.606738072,2.24391136
1996,Vegetables,Pounds,Cauliflower,1.72101147,0.479196781,2.20020825
1997,Vegetables,Pounds,Cauliflower,1.765404233,0.43528613,2.200690363
1998,Vegetables,Pounds,Cauliflower,1.458812451,0.774557108,2.23336956
1999,Vegetables,Pounds,Cauliflower,1.764442614,0.502954931,2.267397545
2000,Vegetables,Pounds,Cauliflower,1.737017365,0.563473151,2.300490516
2001,Vegetables,Pounds,Cauliflower,1.519331297,0.501764337,2.021095634
2002,Vegetables,Pounds,Cauliflower,1.425341955,0.302684653,1.728026608
2003,Vegetables,Pounds,Cauliflower,1.559227124,0.36072653,1.919953654
2004,Vegetables,Pounds,Cauliflower,1.559213113,0.382375462,1.941588575
2005,Vegetables,Pounds,Cauliflower,1.750648407,0.364942685,2.115591092
2006,Vegetables,Pounds,Cauliflower,1.697381232,0.35765656,2.055037792
2007,Vegetables,Pounds,Cauliflower,1.680208972,0.364669944,2.044878916
2008,Vegetables,Pounds,Cauliflower,1.572257224,0.442501737,2.014758961
2009,Vegetables,Pounds,Cauliflower,1.732962393,0.356113528,2.089075921
2010,Vegetables,Pounds,Cauliflower,1.334133825,0.370440188,1.704574014
2011,Vegetables,Pounds,Cauliflower,1.246583511,0.442524157,1.689107669
2012,Vegetables,Pounds,Cauliflower,1.175312002,0.337757331,1.513069333
2013,Vegetables,Pounds,Cauliflower,1.329893908,0.336029854,1.665923761
2014,Vegetables,Pounds,Cauliflower,1.290837131,0.356520273,1.647357404
2015,Vegetables,Pounds,Cauliflower,1.577612562,0.341914331,1.919526892
2016,Vegetables,Pounds,Cauliflower,1.571634427,0.405942721,1.977577148
1970,Vegetables,Pounds,Celery,7.266634805,,7.266634805
1971,Vegetables,Pounds,Celery,7.272151247,,7.272151247
1972,Vegetables,Pounds,Celery,7.132413195,,7.132413195
1973,Vegetables,Pounds,Celery,7.564884927,,7.564884927
1974,Vegetables,Pounds,Celery,7.351797488,,7.351797488
1975,Vegetables,Pounds,Celery,6.944163391,,6.944163391
1976,Vegetables,Pounds,Celery,7.359156099,,7.359156099
1977,Vegetables,Pounds,Celery,7.045746212,,7.045746212
1978,Vegetables,Pounds,Celery,7.070337175,,7.070337175
1979,Vegetables,Pounds,Celery,7.068494368,,7.068494368
1980,Vegetables,Pounds,Celery,7.371643993,,7.371643993
1981,Vegetables,Pounds,Celery,7.272005427,,7.272005427
1982,Vegetables,Pounds,Celery,7.41193774,,7.41193774
1983,Vegetables,Pounds,Celery,7.001314515,,7.001314515
1984,Vegetables,Pounds,Celery,7.115046457,,7.115046457
1985,Vegetables,Pounds,Celery,6.880351916,,6.880351916
1986,Vegetables,Pounds,Celery,6.492763379,,6.492763379
1987,Vegetables,Pounds,Celery,6.593573417,,6.593573417
1988,Vegetables,Pounds,Celery,7.152856286,,7.152856286
1989,Vegetables,Pounds,Celery,7.4742664,,7.4742664
1990,Vegetables,Pounds,Celery,7.194457327,,7.194457327
1991,Vegetables,Pounds,Celery,6.732698733,,6.732698733
1992,Vegetables,Pounds,Celery,7.323358599,,7.323358599
1993,Vegetables,Pounds,Celery,7.261399696,,7.261399696
1994,Vegetables,Pounds,Celery,7.23663467,,7.23663467
1995,Vegetables,Pounds,Celery,6.934465702,,6.934465702
1996,Vegetables,Pounds,Celery,7.027256557,,7.027256557
1997,Vegetables,Pounds,Celery,6.549176372,,6.549176372
1998,Vegetables,Pounds,Celery,6.467390399,,6.467390399
1999,Vegetables,Pounds,Celery,6.531724087,,6.531724087
2000,Vegetables,Pounds,Celery,6.268972226,,6.268972226
2001,Vegetables,Pounds,Celery,6.412328693,,6.412328693
2002,Vegetables,Pounds,Celery,6.301961281,,6.301961281
2003,Vegetables,Pounds,Celery,6.268569683,,6.268569683
2004,Vegetables,Pounds,Celery,6.230370712,,6.230370712
2005,Vegetables,Pounds,Celery,5.922759569,,5.922759569
2006,Vegetables,Pounds,Celery,6.08324154,,6.08324154
2007,Vegetables,Pounds,Celery,6.287943802,,6.287943802
2008,Vegetables,Pounds,Celery,6.222688906,,6.222688906
2009,Vegetables,Pounds,Celery,6.173980202,,6.173980202
2010,Vegetables,Pounds,Celery,6.129937372,,6.129937372
2011,Vegetables,Pounds,Celery,5.974957783,,5.974957783
2012,Vegetables,Pounds,Celery,5.954327047,,5.954327047
2013,Vegetables,Pounds,Celery,5.476294557,,5.476294557
2014,Vegetables,Pounds,Celery,5.537401496,,5.537401496
2015,Vegetables,Pounds,Celery,5.427730427,,5.427730427
2016,Vegetables,Pounds,Celery,4.978234505,,4.978234505
1970,Vegetables,Pounds,Collard greens,,,
1971,Vegetables,Pounds,Collard greens,,,
1972,Vegetables,Pounds,Collard greens,,,
1973,Vegetables,Pounds,Collard greens,,,
1974,Vegetables,Pounds,Collard greens,,,
1975,Vegetables,Pounds,Collard greens,,,
1976,Vegetables,Pounds,Collard greens,,,
1977,Vegetables,Pounds,Collard greens,,,
1978,Vegetables,Pounds,Collard greens,,,
1979,Vegetables,Pounds,Collard greens,,,
1980,Vegetables,Pounds,Collard greens,,,
1981,Vegetables,Pounds,Collard greens,,,
1982,Vegetables,Pounds,Collard greens,,,
1983,Vegetables,Pounds,Collard greens,,,
1984,Vegetables,Pounds,Collard greens,,,
1985,Vegetables,Pounds,Collard greens,,,
1986,Vegetables,Pounds,Collard greens,,,
1987,Vegetables,Pounds,Collard greens,,,
1988,Vegetables,Pounds,Collard greens,,,
1989,Vegetables,Pounds,Collard greens,,,
1990,Vegetables,Pounds,Collard greens,,,
1991,Vegetables,Pounds,Collard greens,,,
1992,Vegetables,Pounds,Collard greens,,,
1993,Vegetables,Pounds,Collard greens,,,
1994,Vegetables,Pounds,Collard greens,,,
1995,Vegetables,Pounds,Collard greens,,,
1996,Vegetables,Pounds,Collard greens,,,
1997,Vegetables,Pounds,Collard greens,0.794966876,,0.794966876
1998,Vegetables,Pounds,Collard greens,0.787345852,,0.787345852
1999,Vegetables,Pounds,Collard greens,0.779963838,,0.779963838
2000,Vegetables,Pounds,Collard greens,0.772994316,,0.772994316
2001,Vegetables,Pounds,Collard greens,0.766621401,,0.766621401
2002,Vegetables,Pounds,Collard greens,0.760345956,,0.760345956
2003,Vegetables,Pounds,Collard greens,0.8695613,,0.8695613
2004,Vegetables,Pounds,Collard greens,0.848855816,,0.848855816
2005,Vegetables,Pounds,Collard greens,0.741058697,,0.741058697
2006,Vegetables,Pounds,Collard greens,0.646888763,,0.646888763
2007,Vegetables,Pounds,Collard greens,0.679081479,,0.679081479
2008,Vegetables,Pounds,Collard greens,0.698636138,,0.698636138
2009,Vegetables,Pounds,Collard greens,0.707687706,,0.707687706
2010,Vegetables,Pounds,Collard greens,0.931548491,,0.931548491
2011,Vegetables,Pounds,Collard greens,0.87425862,,0.87425862
2012,Vegetables,Pounds,Collard greens,1.102711042,,1.102711042
2013,Vegetables,Pounds,Collard greens,1.270918319,,1.270918319
2014,Vegetables,Pounds,Collard greens,1.5368361,,1.5368361
2015,Vegetables,Pounds,Collard greens,1.302907261,,1.302907261
2016,Vegetables,Pounds,Collard greens,1.094077341,,1.094077341
1970,Vegetables,Pounds,Sweet corn,7.780421552,20.01443387,27.79485542
1971,Vegetables,Pounds,Sweet corn,7.455410501,20.25617258,27.71158308
1972,Vegetables,Pounds,Sweet corn,7.77091512,20.3038685,28.07478362
1973,Vegetables,Pounds,Sweet corn,7.909895285,20.39997404,28.30986933
1974,Vegetables,Pounds,Sweet corn,7.732593265,19.31309212,27.04568538
1975,Vegetables,Pounds,Sweet corn,7.774911679,18.26808155,26.04299323
1976,Vegetables,Pounds,Sweet corn,8.012773179,18.79009094,26.80286412
1977,Vegetables,Pounds,Sweet corn,7.556440957,21.36420585,28.92064681
1978,Vegetables,Pounds,Sweet corn,6.58990498,19.68993071,26.27983569
1979,Vegetables,Pounds,Sweet corn,6.482708671,19.50413797,25.98684664
1980,Vegetables,Pounds,Sweet corn,6.498287416,19.43321008,25.93149749
1981,Vegetables,Pounds,Sweet corn,6.233008358,18.4159479,24.64895625
1982,Vegetables,Pounds,Sweet corn,6.017507365,17.34843003,23.3659374
1983,Vegetables,Pounds,Sweet corn,6.144929516,18.27284243,24.41777194
1984,Vegetables,Pounds,Sweet corn,6.436411563,18.20239232,24.63880388
1985,Vegetables,Pounds,Sweet corn,6.413224527,19.79428321,26.20750774
1986,Vegetables,Pounds,Sweet corn,6.060616827,19.64603541,25.70665224
1987,Vegetables,Pounds,Sweet corn,6.261853182,18.46966336,24.73151654
1988,Vegetables,Pounds,Sweet corn,5.819395072,19.09993216,24.91932723
1989,Vegetables,Pounds,Sweet corn,6.52762976,17.90655085,24.43418061
1990,Vegetables,Pounds,Sweet corn,6.742360034,19.54751539,26.28987543
1991,Vegetables,Pounds,Sweet corn,5.908121155,20.42472177,26.33284293
1992,Vegetables,Pounds,Sweet corn,6.868696606,20.7954779,27.66417451
1993,Vegetables,Pounds,Sweet corn,6.976713908,20.7963565,27.77307041
1994,Vegetables,Pounds,Sweet corn,8.154861241,19.17579973,27.33066097
1995,Vegetables,Pounds,Sweet corn,7.822810221,20.73778476,28.56059498
1996,Vegetables,Pounds,Sweet corn,8.326093182,20.711493,29.03758618
1997,Vegetables,Pounds,Sweet corn,8.290438929,19.20681361,27.49725254
1998,Vegetables,Pounds,Sweet corn,9.333511819,19.00655585,28.34006767
1999,Vegetables,Pounds,Sweet corn,9.094929709,19.14299527,28.23792498
2000,Vegetables,Pounds,Sweet corn,9.039668421,18.05046141,27.09012984
2001,Vegetables,Pounds,Sweet corn,9.173192755,17.98340759,27.15660035
2002,Vegetables,Pounds,Sweet corn,8.973950963,17.16923216,26.14318312
2003,Vegetables,Pounds,Sweet corn,9.165590945,17.33190661,26.49749756
2004,Vegetables,Pounds,Sweet corn,8.9623188,17.28017053,26.24248933
2005,Vegetables,Pounds,Sweet corn,8.651548187,18.02914156,26.68068975
2006,Vegetables,Pounds,Sweet corn,8.326235799,17.78835778,26.11459358
2007,Vegetables,Pounds,Sweet corn,9.224536442,16.82887483,26.05341127
2008,Vegetables,Pounds,Sweet corn,9.142437457,15.98640805,25.12884551
2009,Vegetables,Pounds,Sweet corn,9.174135241,16.66242989,25.83656513
2010,Vegetables,Pounds,Sweet corn,9.247595835,15.40105538,24.64865121
2011,Vegetables,Pounds,Sweet corn,8.164748013,15.56654595,23.73129396
2012,Vegetables,Pounds,Sweet corn,8.676354658,15.63380091,24.31015557
2013,Vegetables,Pounds,Sweet corn,8.869606179,12.77922667,21.64883285
2014,Vegetables,Pounds,Sweet corn,7.640246676,13.43469851,21.07494519
2015,Vegetables,Pounds,Sweet corn,8.60933973,13.34517104,21.95451077
2016,Vegetables,Pounds,Sweet corn,7.188747079,13.13735092,20.326098
1970,Vegetables,Pounds,Cucumbers,2.818309502,5.662994944,8.481304446
1971,Vegetables,Pounds,Cucumbers,2.785308748,5.532830319,8.318139067
1972,Vegetables,Pounds,Cucumbers,2.967183748,5.40971185,8.376895598
1973,Vegetables,Pounds,Cucumbers,2.745046223,5.657517935,8.402564157
1974,Vegetables,Pounds,Cucumbers,2.956690078,5.740278063,8.696968141
1975,Vegetables,Pounds,Cucumbers,2.804980252,6.118710231,8.923690484
1976,Vegetables,Pounds,Cucumbers,3.082991263,6.127646649,9.210637912
1977,Vegetables,Pounds,Cucumbers,3.495293749,5.77551393,9.270807679
1978,Vegetables,Pounds,Cucumbers,3.807084934,6.048885936,9.85597087
1979,Vegetables,Pounds,Cucumbers,3.833729533,5.848292234,9.682021767
1980,Vegetables,Pounds,Cucumbers,3.862097433,5.397099583,9.259197016
1981,Vegetables,Pounds,Cucumbers,3.999721698,5.34355795,9.343279648
1982,Vegetables,Pounds,Cucumbers,4.18583217,5.107079487,9.292911657
1983,Vegetables,Pounds,Cucumbers,4.536782939,5.155637609,9.692420548
1984,Vegetables,Pounds,Cucumbers,4.652884729,5.227365817,9.880250546
1985,Vegetables,Pounds,Cucumbers,4.393917791,5.825882298,10.21980009
1986,Vegetables,Pounds,Cucumbers,4.62495481,5.325926292,9.950881102
1987,Vegetables,Pounds,Cucumbers,5.066638111,5.535245844,10.60188396
1988,Vegetables,Pounds,Cucumbers,4.824484432,5.278645014,10.10312945
1989,Vegetables,Pounds,Cucumbers,4.783659872,5.190377049,9.974036921
1990,Vegetables,Pounds,Cucumbers,4.674195289,4.994025371,9.668220659
1991,Vegetables,Pounds,Cucumbers,4.557888174,5.055911514,9.613799689
1992,Vegetables,Pounds,Cucumbers,4.927854551,4.545335493,9.473190044
1993,Vegetables,Pounds,Cucumbers,5.211782813,4.327499623,9.539282436
1994,Vegetables,Pounds,Cucumbers,5.362692217,4.779415728,10.14210795
1995,Vegetables,Pounds,Cucumbers,5.608946068,5.045996515,10.65494258
1996,Vegetables,Pounds,Cucumbers,5.930337909,4.076333922,10.00667183
1997,Vegetables,Pounds,Cucumbers,6.422859698,5.235767877,11.65862757
1998,Vegetables,Pounds,Cucumbers,6.490303272,4.01265735,10.50296062
1999,Vegetables,Pounds,Cucumbers,6.729207813,4.202151252,10.93135906
2000,Vegetables,Pounds,Cucumbers,6.351313413,4.892003831,11.24331724
2001,Vegetables,Pounds,Cucumbers,6.267731982,3.733542615,10.0012746
2002,Vegetables,Pounds,Cucumbers,6.623385781,5.404083194,12.02746897
2003,Vegetables,Pounds,Cucumbers,6.157652117,4.444572736,10.60222485
2004,Vegetables,Pounds,Cucumbers,6.429887098,4.883354053,11.31324115
2005,Vegetables,Pounds,Cucumbers,6.193473139,3.841621635,10.03509477
2006,Vegetables,Pounds,Cucumbers,6.140421489,2.989965726,9.130387215
2007,Vegetables,Pounds,Cucumbers,6.422974497,3.733374664,10.15634916
2008,Vegetables,Pounds,Cucumbers,6.387755325,3.544036821,9.931792146
2009,Vegetables,Pounds,Cucumbers,6.803716414,5.060729229,11.86444564
2010,Vegetables,Pounds,Cucumbers,6.730886289,3.742717287,10.47360358
2011,Vegetables,Pounds,Cucumbers,6.378453378,2.826740141,9.205193519
2012,Vegetables,Pounds,Cucumbers,7.120080653,2.973735119,10.09381577
2013,Vegetables,Pounds,Cucumbers,7.319461461,3.215882445,10.53534391
2014,Vegetables,Pounds,Cucumbers,7.426431752,3.869567168,11.29599892
2015,Vegetables,Pounds,Cucumbers,7.557335083,3.411528756,10.96886384
2016,Vegetables,Pounds,Cucumbers,8.212093641,3.093414055,11.3055077
1970,Vegetables,Pounds,Eggplant,0.333573923,,0.333573923
1971,Vegetables,Pounds,Eggplant,0.322641228,,0.322641228
1972,Vegetables,Pounds,Eggplant,0.386858254,,0.386858254
1973,Vegetables,Pounds,Eggplant,0.43367672,,0.43367672
1974,Vegetables,Pounds,Eggplant,0.406351997,,0.406351997
1975,Vegetables,Pounds,Eggplant,0.445426049,,0.445426049
1976,Vegetables,Pounds,Eggplant,0.459100603,,0.459100603
1977,Vegetables,Pounds,Eggplant,0.43770631,,0.43770631
1978,Vegetables,Pounds,Eggplant,0.488802031,,0.488802031
1979,Vegetables,Pounds,Eggplant,0.475883673,,0.475883673
1980,Vegetables,Pounds,Eggplant,0.477328017,,0.477328017
1981,Vegetables,Pounds,Eggplant,0.458328622,,0.458328622
1982,Vegetables,Pounds,Eggplant,0.513807776,,0.513807776
1983,Vegetables,Pounds,Eggplant,0.512575382,,0.512575382
1984,Vegetables,Pounds,Eggplant,0.468800244,,0.468800244
1985,Vegetables,Pounds,Eggplant,0.457926916,,0.457926916
1986,Vegetables,Pounds,Eggplant,0.466650876,,0.466650876
1987,Vegetables,Pounds,Eggplant,0.472809344,,0.472809344
1988,Vegetables,Pounds,Eggplant,0.390170638,,0.390170638
1989,Vegetables,Pounds,Eggplant,0.399042621,,0.399042621
1990,Vegetables,Pounds,Eggplant,0.399389123,,0.399389123
1991,Vegetables,Pounds,Eggplant,0.411451204,,0.411451204
1992,Vegetables,Pounds,Eggplant,0.469843593,,0.469843593
1993,Vegetables,Pounds,Eggplant,0.471460683,,0.471460683
1994,Vegetables,Pounds,Eggplant,0.516254422,,0.516254422
1995,Vegetables,Pounds,Eggplant,0.472694396,,0.472694396
1996,Vegetables,Pounds,Eggplant,0.598886775,,0.598886775
1997,Vegetables,Pounds,Eggplant,0.650163789,,0.650163789
1998,Vegetables,Pounds,Eggplant,0.699751915,,0.699751915
1999,Vegetables,Pounds,Eggplant,0.6660198,,0.6660198
2000,Vegetables,Pounds,Eggplant,0.806991037,,0.806991037
2001,Vegetables,Pounds,Eggplant,0.832392021,,0.832392021
2002,Vegetables,Pounds,Eggplant,0.719065319,,0.719065319
2003,Vegetables,Pounds,Eggplant,0.725464468,,0.725464468
2004,Vegetables,Pounds,Eggplant,0.724736733,,0.724736733
2005,Vegetables,Pounds,Eggplant,0.84986249,,0.84986249
2006,Vegetables,Pounds,Eggplant,0.851083988,,0.851083988
2007,Vegetables,Pounds,Eggplant,0.855130853,,0.855130853
2008,Vegetables,Pounds,Eggplant,0.776533727,,0.776533727
2009,Vegetables,Pounds,Eggplant,0.805244477,,0.805244477
2010,Vegetables,Pounds,Eggplant,0.7420478,,0.7420478
2011,Vegetables,Pounds,Eggplant,0.711951578,,0.711951578
2012,Vegetables,Pounds,Eggplant,0.80567958,,0.80567958
2013,Vegetables,Pounds,Eggplant,0.847957778,,0.847957778
2014,Vegetables,Pounds,Eggplant,0.846481091,,0.846481091
2015,Vegetables,Pounds,Eggplant,0.846698526,,0.846698526
2016,Vegetables,Pounds,Eggplant,0.863815503,,0.863815503
2017,Vegetables,Pounds,Eggplant,0.860082313,,0.860082313
1970,Vegetables,Pounds,Escarole,0.556444219,,0.556444219
1971,Vegetables,Pounds,Escarole,0.56534448,,0.56534448
1972,Vegetables,Pounds,Escarole,0.570758852,,0.570758852
1973,Vegetables,Pounds,Escarole,0.576662624,,0.576662624
1974,Vegetables,Pounds,Escarole,0.534009184,,0.534009184
1975,Vegetables,Pounds,Escarole,0.513027091,,0.513027091
1976,Vegetables,Pounds,Escarole,0.517348132,,0.517348132
1977,Vegetables,Pounds,Escarole,0.471760224,,0.471760224
1978,Vegetables,Pounds,Escarole,0.479367433,,0.479367433
1979,Vegetables,Pounds,Escarole,0.492768434,,0.492768434
1980,Vegetables,Pounds,Escarole,0.451419689,,0.451419689
1981,Vegetables,Pounds,Escarole,0.443108981,,0.443108981
1982,Vegetables,Pounds,Escarole,0.37728048,,0.37728048
1983,Vegetables,Pounds,Escarole,0.394781206,,0.394781206
1984,Vegetables,Pounds,Escarole,0.387140995,,0.387140995
1985,Vegetables,Pounds,Escarole,0.389154009,,0.389154009
1986,Vegetables,Pounds,Escarole,0.366090313,,0.366090313
1987,Vegetables,Pounds,Escarole,0.341427654,,0.341427654
1988,Vegetables,Pounds,Escarole,0.357520376,,0.357520376
1989,Vegetables,Pounds,Escarole,0.330225322,,0.330225322
1990,Vegetables,Pounds,Escarole,0.262328467,,0.262328467
1991,Vegetables,Pounds,Escarole,0.246751953,,0.246751953
1992,Vegetables,Pounds,Escarole,0.320002327,,0.320002327
1993,Vegetables,Pounds,Escarole,0.300497847,,0.300497847
1994,Vegetables,Pounds,Escarole,0.328826298,,0.328826298
1995,Vegetables,Pounds,Escarole,0.304080337,,0.304080337
1996,Vegetables,Pounds,Escarole,0.31911182,,0.31911182
1997,Vegetables,Pounds,Escarole,0.299432374,,0.299432374
1998,Vegetables,Pounds,Escarole,0.304217355,,0.304217355
1999,Vegetables,Pounds,Escarole,0.22510256,,0.22510256
2000,Vegetables,Pounds,Escarole,0.344644394,,0.344644394
2001,Vegetables,Pounds,Escarole,0.350208434,,0.350208434
2002,Vegetables,Pounds,Escarole,0.3097366,,0.3097366
2003,Vegetables,Pounds,Escarole,0.323661124,,0.323661124
2004,Vegetables,Pounds,Escarole,0.311734396,,0.311734396
2005,Vegetables,Pounds,Escarole,0.252824996,,0.252824996
2006,Vegetables,Pounds,Escarole,0.312543949,,0.312543949
2007,Vegetables,Pounds,Escarole,0.266422741,,0.266422741
2008,Vegetables,Pounds,Escarole,0.214270607,,0.214270607
2009,Vegetables,Pounds,Escarole,0.179223069,,0.179223069
2010,Vegetables,Pounds,Escarole,0.177741845,,0.177741845
